id,artist,title,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
0fdaQ5WPnM4nSLAG9CwyVC,Moonlit Sailor,Into the Fray,We Come from Exploding Stars,0.389,0.539,5,-7.615,1,0.036,0.0337,0.944,0.0828,0.119,115.089,audio_features,138509,3
6R7Cxx5oR23mgM33FY3eKn,65daysofstatic,Hypersleep,No Man's Sky: Music For An Infinite Universe,0.292,0.346,6,-16.212,0,0.0366,0.987,0.943,0.236,0.178,80.644,audio_features,173400,4
6uhT6s7MHHM3mw1OKSmFsT,If These Trees Could Talk,Berlin,The Bones of a Dying World,0.598,0.81,8,-6.046,0,0.0361,0.276,0.891,0.108,0.231,100.015,audio_features,284413,4
6m90mjuhJ0sc018khKSDDy,Les Discrets,Linceul d'hiver,Ariettes oubliées,0.517,0.381,8,-9.72,0,0.0343,0.357,0.909,0.106,0.305,109.954,audio_features,170373,3
3auiXY5WqEZSNY1h7h7rxA,God Is An Astronaut,Fragile,"All Is Violent, All Is Bright (2011 Remastered Edition)",0.309,0.483,2,-10.984,1,0.0321,0.0103,0.821,0.0662,0.204,138.846,audio_features,273960,4
4ckmG9O7QH2qNA67QbDzjk,Collapse Under The Empire,Captured Moments,Find a Place to Be Safe,0.519,0.901,3,-6.443,1,0.0344,0.111,0.819,0.328,0.397,125.014,audio_features,265093,4
0o3CO7xnINnhtmz3DTdTK5,Caspian,Epochs in Dmaj,Tertia,0.355,0.212,2,-17.67,1,0.0303,0.789,0.973,0.141,0.0375,93.232,audio_features,199960,4
0RpsAYNiiXlD8ekPCWDYH2,Those Who Ride With Giants,The Second Sighting,Numinous,0.523,0.554,6,-12.394,0,0.0334,7.24e-05,0.736,0.103,0.0371,124.061,audio_features,174380,4
7v7J8r7a5oExrgZqSvXZyI,If These Trees Could Talk,Barren Lands of the Modern Dinosaur,Red Forest,0.378,0.771,9,-6.221,0,0.0373,1.77e-05,0.955,0.108,0.18,77.504,audio_features,357587,3
1c8RQ6bmKXeywT9FSK4QwQ,Daturah,Hybrisma,Reverie,0.454,0.649,9,-9.274,0,0.0366,0.0078,0.871,0.0944,0.149,117.979,audio_features,571507,4
6lgUuPNqAPnihWXs66mRVP,sleepmakeswaves,Children,Children,0.268,0.929,4,-7.005,0,0.0516,0.000494,0.558,0.549,0.184,140.832,audio_features,274500,4
6HpchlfDUQzjRYYQCvTWUH,God Is An Astronaut,New Years End,Far from Refuge (2011 Remastered Edition),0.578,0.77,4,-7.492,0,0.025,0.0579,0.891,0.117,0.593,103.985,audio_features,257493,4
0peFyLEnUFnFHY2KKOBp64,Oh Hiroshima,What once was,Resistance is futile,0.158,0.535,11,-7.232,0,0.0324,0.19,0.86,0.137,0.0354,98.555,audio_features,226750,4
7nuERCHr6Zh8gILiw5enVg,ef,Sex,Ceremonies,0.47,0.319,2,-11.971,0,0.0328,0.21,0.41,0.285,0.076,110.065,audio_features,180974,4
4VMRsbfZzd3SfQtaJ1Wpwi,The Weeknd,Double Fantasy (with Future),Double Fantasy,0.6,0.567,9,-7.269,0,0.033,0.00621,8.73e-06,0.495,0.0951,119.043,audio_features,268235,4
5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Chemical,Chemical,0.498,0.897,2,-4.907,1,0.045,0.00136,0.0,0.118,0.373,169.902,audio_features,184013,4
0yLdNVWF3Srea0uzk55zFn,Miley Cyrus,Flowers,Flowers,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,audio_features,200455,4
0WtM2NBVQNNJLh6scP13H8,Rema,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,audio_features,239318,4
6AQbmUe0Qwf5PZnt4HmTXv,PinkPantheress,Boy's a liar Pt. 2,Boy's a liar Pt. 2,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,audio_features,131013,4
0CrcwVLUe8wzLUIXgjXVZJ,SZA,Kill Bill (feat. Doja Cat),Kill Bill (feat. Doja Cat),0.629,0.744,5,-6.124,0,0.0409,0.0769,0.247,0.194,0.451,89.021,audio_features,175837,4
6UN73IYd0hZxLi8wFPMQij,Coi Leray,Players,Players,0.954,0.516,6,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,audio_features,139560,4
5mHdCZtVyb4DcJw8799hZp,RAYE,Escapism.,My 21st Century Blues,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,audio_features,272373,4
2NbsBSshscKIPRG3kwBbfo,Labrinth,Never Felt So Alone,Never Felt So Alone,0.436,0.409,5,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,audio_features,160166,3
7oDd86yk8itslrA9HRP2ki,The Weeknd,Die For You - Remix,Die For You (Remix),0.531,0.525,1,-6.5,0,0.0671,0.232,0.0,0.441,0.502,66.9,audio_features,232857,4
0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Midnights,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,audio_features,200690,4
4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,As It Was,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,167303,4
1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,Daylight,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,audio_features,212954,4
609E1JCInJncactoMmkDon,ROSALÍA,BESO,RR,0.768,0.644,5,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05,audio_features,194543,4
2dHHgzDwk4BJdRwy9uXhTO,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,0.715,0.62,1,-6.005,0,0.0484,0.417,0.0,0.0822,0.172,97.95,audio_features,221520,4
26b3oVLrRUaaybJulow9kz,Libianca,People,People,0.573,0.422,10,-7.621,0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,audio_features,184791,5
7aRCf5cLOFN1U7kvtChY1G,Drake,Search & Rescue,Search & Rescue,0.817,0.44,10,-8.482,0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,audio_features,272113,4
07bsRv0pcpbG4zJeLsUs1p,Ed Sheeran,Eyes Closed,Eyes Closed,0.777,0.526,2,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,audio_features,194849,4
5odlY52u43F5BjByhxg7wg,JVKE,golden hour,this is what ____ feels like (Vol. 1-4),0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,audio_features,209260,3
5eTaQYBE1yrActixMAeLcZ,Calvin Harris,Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,audio_features,186496,4
1Y3LN4zO1Edc2EluIoSPJN,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,Until I Found You (Em Beihold Version),0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,audio_features,176440,3
2L9N0zZnd37dwF0clgxMGI,Lizzy McAlpine,ceilings,five seconds flat,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,audio_features,182888,3
4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,SOS,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,audio_features,201800,4
4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,audio_features,148486,4
78Sw5GDo6AlGwTwanjXbGh,d4vd,Here With Me,Here With Me,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,audio_features,242485,4
1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,RENAISSANCE,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,audio_features,225389,4
65FftemJ1DbbZ45DUfHJXE,NewJeans,OMG,NewJeans 'OMG',0.804,0.771,9,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,audio_features,212253,4
3nqQXoyQOWXiESFLlDF1hG,Sam Smith,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,audio_features,156943,4
4uUG5RXrOk84mYEfFvj3cK,David Guetta,I'm Good (Blue),I'm Good (Blue),0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,audio_features,175238,4
4FyesJzVpA39hbYvcseO2d,Lil Uzi Vert,Just Wanna Rock,Just Wanna Rock,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,audio_features,123891,4
0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Takin' It Back,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,audio_features,134256,4
6BePGk3eCan4FqaW2X8Qy3,Tiësto,10:35,10:35,0.696,0.793,8,-5.733,1,0.097,0.0683,3.78e-06,0.18,0.698,120.003,audio_features,172253,4
7FbrGaHYVDmfr7KoLIZnQ7,FIFTY FIFTY,Cupid - Twin Ver.,The Beginning: Cupid,0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,audio_features,174253,4
0HqZX76SFLDz2aW8aiqi7G,Imagine Dragons,Bones,Bones,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,audio_features,165265,4
6pD0ufEQq0xdHSsRbg9LBK,Grupo Frontera,un x100to,un x100to,0.569,0.724,6,-4.076,0,0.0474,0.228,0.0,0.27,0.562,83.118,audio_features,194563,4
2i2gDpKKWjvnRTOZRhaPh2,Kali Uchis,Moonlight,Moonlight,0.639,0.723,7,-6.462,0,0.0532,0.511,0.0,0.167,0.878,136.872,audio_features,187558,4
6maTPqynTmrkWIralgGaoP,Mae Stephens,If We Ever Broke Up,If We Ever Broke Up,0.898,0.732,7,-3.982,1,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,audio_features,142759,4
6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,emails i can't send,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,audio_features,163648,4
59uQI0PADDKeE6UZDTJEe8,Morgan Wallen,Last Night,3 Songs At A Time Sampler,0.517,0.675,6,-5.382,1,0.0357,0.459,0.0,0.151,0.518,203.853,audio_features,163855,4
5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,Bad Habit,Bad Habit,0.686,0.507,1,-7.097,1,0.0357,0.626,7.51e-05,0.383,0.69,168.955,audio_features,232115,4
3zkyus0njMCL6phZmNNEeN,Central Cee,LET GO,LET GO,0.735,0.449,2,-9.933,0,0.383,0.859,0.0,0.213,0.514,146.016,audio_features,175890,4
0ZxhtATQ0a6EvQNZ0z6NKV,Ice Spice,Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),0.898,0.676,9,-5.196,1,0.187,0.14,0.0,0.101,0.742,147.991,audio_features,172125,4
0O6u0VJ46W86TxN9wgyqDj,Post Malone,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,audio_features,192841,4
2UW7JaomAMuX9pZrjVpHAU,Yng Lvcas,La Bebe - Remix,La Bebe (Remix),0.812,0.479,2,-5.678,0,0.333,0.213,1.21e-06,0.0756,0.559,169.922,audio_features,234353,4
6KqOVYU3af2wsqxh1iO1lx,Melanie Martinez,VOID,PORTALS,0.715,0.656,9,-7.257,1,0.0421,0.178,0.0378,0.186,0.415,99.996,audio_features,247875,4
5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Midnights,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,audio_features,202396,4
3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Something in the Orange,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,audio_features,228013,3
3dnP0JxCgygwQH9Gm7q7nb,Eslabon Armado,Ella Baila Sola,Ella Baila Sola,0.668,0.758,5,-5.176,0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,audio_features,165671,3
1yHVHoz6Ny29gbbWJYVnFt,Niall Horan,Heaven,Heaven,0.571,0.761,5,-3.485,1,0.0261,0.0708,0.0,0.331,0.681,91.991,audio_features,186043,4
69CrOS7vEHIrhC2ILyEi0s,JISOO,FLOWER,ME,0.841,0.384,9,-7.684,0,0.0351,0.0236,2.28e-06,0.0735,0.597,123.961,audio_features,173134,4
6IBcOGPsniK3Pso1wHIhew,Luke Combs,Forever After All,What You See Ain't Always What You Get (Deluxe Edition),0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964,audio_features,232533,4
3fNXAO5fLcrZv5ID1KIkZr,Gage Matthew Joseph,Girls Are,Girls Are,0.626,0.818,8,-5.031,1,0.0345,0.0232,0,0.0839,0.639,113.985,audio_features,202560,4
7DhvNzyMM8jJWcfykG3psB,Dustin Lynch,Thinking 'Bout You (feat. MacKenzie Porter),Thinking 'Bout You (feat. MacKenzie Porter),0.403,0.711,8,-4.189,1,0.0569,0.137,0,0.109,0.801,203.803,audio_features,170560,4
698eQRku24PIYPQPHItKlA,Luke Combs,She Got the Best of Me,This One's for You Too (Deluxe Edition),0.533,0.907,11,-3.793,1,0.0406,0.0292,0,0.386,0.7,150.99,audio_features,183160,4
7HnJVyiQ4hTM9G4JiOYeAL,Josh Walther,This Thing Called Life,This Thing Called Life,0.452,0.771,11,-4.615,1,0.0346,0.00476,0,0.115,0.692,167.984,audio_features,211296,4
4LiMQ6G9n84rDUBs9wtwz6,Jordan Davis,Singles You Up,Home State,0.491,0.907,7,-3.594,1,0.0481,0.0491,0,0.242,0.631,199.943,audio_features,182667,4
14JFKtBSqefxfMiKhq6JT8,Jordan Davis,Almost Maybes,Almost Maybes,0.582,0.868,11,-3.927,1,0.0522,0.146,0,0.103,0.555,90.105,audio_features,179153,4
0bPnT6i9H1p8Vd85GS6Z7I,Jon Pardi,Night Shift,California Sunrise,0.63,0.754,2,-3.564,1,0.0284,0.0963,0,0.268,0.73,95.999,audio_features,172253,4
4iXDn9pu5Q9sxv45vE8Lak,Chris Young,Famous Friends,Famous Friends,0.533,0.855,6,-2.901,1,0.0356,0.0553,0,0.335,0.64,102.017,audio_features,165569,4
69AIpwGNLxr4qS1X5ynx60,Jordan Davis,Buy Dirt,Buy Dirt,0.586,0.559,4,-6.725,1,0.05,0.639,0,0.0872,0.437,177.945,audio_features,167480,4
1brnLTvarI9D1hLP6z2Ar8,Kane Brown,Thank God,Different Man,0.738,0.455,3,-8.735,1,0.0352,0.695,0,0.107,0.441,99.945,audio_features,174560,4
3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Tennessee Whiskey,Traveller,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,audio_features,293293,4
5AnSllIrgGsCZzZJkVnApx,Chase Rice,Eyes On You,Lambs & Lions,0.606,0.652,9,-6.982,1,0.0281,0.323,0,0.201,0.476,97.155,audio_features,182493,4
2BgunkkepMPFpArQj1Dx5s,Rodney Atkins,Caught Up In The Country,Caught Up In The Country,0.603,0.807,7,-6.999,1,0.045,0.0123,0,0.539,0.685,124.099,audio_features,160991,4
2OqlfzJ5w5NHkcjXJm5997,Roman Alexander,Between You & Me (feat. Ashley Cooke),Between You & Me (feat. Ashley Cooke),0.629,0.615,4,-7.645,1,0.0326,0.00709,0,0.0905,0.639,99.968,audio_features,169019,4
5Zx1zVpDJsNgyY3HvNfsfC,Granger Smith,Happens Like That,Happens Like That,0.557,0.807,7,-5.428,1,0.0825,0.189,0,0.234,0.578,81.045,audio_features,171493,4
6QVHunHWtCpOdk1AKk6zs6,Elle Critch,Backwoods Boy,Backwoods Boy,0.663,0.707,9,-5.713,1,0.0315,0.0287,9.81e-06,0.233,0.811,124.987,audio_features,213883,4
0AYbVoeF03NYhM0fvKjAuU,Jimmie Allen,Make Me Want To,Mercury Lane,0.519,0.872,2,-3.212,1,0.0616,0.0793,0,0.111,0.74,179.965,audio_features,172280,4
09xRbYnRaVEW2YMQFq8cMT,Luke Kelly,Live While You Got The Chance,Live While You Got The Chance,0.511,0.733,10,-3.953,1,0.0423,0.00866,0,0.139,0.493,163.889,audio_features,194894,4
28n8z9IQKyjMPxmvYMBqZa,Luke Combs,The Kind of Love We Make,The Kind of Love We Make,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,audio_features,224427,4
5g9vMKeqHJtJ8pLRz02gX3,Rob Maupin Jr,Jettin',Jettin',0.613,0.597,4,-7.322,1,0.0277,0.717,1.67e-05,0.104,0.259,120.067,audio_features,274093,4
712aP3QwYnSpuCYHScgbGn,Renee Blair,Heart's In Your Head,Heart's In Your Head,0.492,0.784,5,-5.158,1,0.0364,0.00403,0.000266,0.115,0.462,175.853,audio_features,187382,4
4zreT6G7jOfFtS4nssjPvd,Keller Rae,Buy a Cowgirl,Buy a Cowgirl,0.736,0.617,1,-6.643,0,0.0929,0.15,0,0.309,0.747,95.004,audio_features,175808,4
2f9t0AgnGsYwFguFLsyv19,Johnny Dailey,Over a Girl,Over a Girl,0.528,0.654,0,-5.301,1,0.0292,0.139,0,0.0943,0.425,136.068,audio_features,173813,4
50fXFVykkwS6Om9eqjTK44,Parmalee,Take My Name,Songs from 'For You',0.559,0.66,7,-4.143,1,0.0512,0.222,0,0.193,0.574,163.957,audio_features,157907,4
6F3ljY5dEQqgkinBfkffYc,Don Louis,Watered Down Whiskey,This Is for You,0.58,0.807,1,-5.327,1,0.0271,0.00401,0,0.0961,0.773,110.043,audio_features,208723,4
7Cw3yXDA8Uui37SI5FFaA7,Thomas Rhett,What’s Your Country Song,What's Your Country Song,0.355,0.706,5,-6.164,1,0.0309,0.000532,0,0.264,0.523,174.005,audio_features,170373,4
0NxYcUvTyjidKzRpVSXz6c,Velvet Rodeo,Neon Reason,Neon Reason,0.631,0.728,9,-4.604,1,0.0374,0.0439,0,0.12,0.35,111.999,audio_features,221012,4
3X0JZPRmG9lfR4NUlX49jL,Don Louis,Bad Decisions,Bad Decisions,0.482,0.885,11,-5.257,0,0.0513,0.0565,0.00521,0.128,0.391,147.967,audio_features,158335,4
0O3xXwBpQvQzcqK94KL3hL,Wes Taylor,Final Haul,Final Haul,0.564,0.635,4,-7.635,1,0.0316,0.203,0.000723,0.0645,0.259,91.941,audio_features,248238,4
5v9jrgFC0zbE9Dagn1gg0G,Justin Moore,We Didn't Have Much,We Didn't Have Much,0.469,0.662,6,-8.021,1,0.0335,0.427,1.93e-05,0.117,0.608,176.033,audio_features,174838,4
7kpikNXwnqRaRQa6EoLRzq,Leif Shively Band,Drinking My Life Away,Drinking My Life Away,0.518,0.641,6,-8.664,1,0.0335,0.00233,0.000307,0.342,0.524,119.936,audio_features,175270,3
4jDGGl0LCjacF0dNIjajN6,Alec Taylor,IN THIS TOWN,IN THIS TOWN,0.518,0.709,5,-8.527,1,0.0405,0.148,0.000562,0.332,0.427,109.906,audio_features,202964,1
5HVMelMcFHu3plFyFfYej8,Becca Bowen,Son of a Gun,Son of a Gun,0.552,0.797,7,-4.093,1,0.0367,0.0135,0,0.287,0.576,90.009,audio_features,176075,4
6cuxMtEaHI1YpnXSvLXgO8,JB Crockett,Overnight,Overnight,0.559,0.535,11,-5.766,1,0.032,0.0323,0,0.106,0.265,83.058,audio_features,195293,4
7IWV29mryrqtO0JVgnPtfv,Luke Combs,Cold As You,What You See Ain't Always What You Get (Deluxe Edition),0.598,0.846,6,-4.956,1,0.0355,0.0527,0,0.113,0.328,144.04,audio_features,186107,4
26m71ssOhzRMlMkTATP0XN,Tommy O'Keeffe,Bigger Boat,Bigger Boat,0.587,0.72,10,-4.852,0,0.0571,0.0436,0.0008,0.224,0.583,150.024,audio_features,198553,4
1UYfAU2bwgjaM5rIIPQleC,Chase Rice,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),0.627,0.678,2,-4.691,1,0.0294,0.185,0,0.374,0.724,100.032,audio_features,160839,4
4LDPL7myG4nAN3sCAcJuBL,Kerry Freeman,It's Texas,It's Texas,0.533,0.368,4,-8.962,1,0.0282,0.201,0,0.114,0.281,79.094,audio_features,226965,4
3d6rqpRlfw48mfEoqgAazk,Laurel Taylor,Old House,Old House,0.613,0.337,2,-6.153,1,0.0262,0.331,0,0.084,0.291,129.858,audio_features,226835,4
3ow3pCMyHtc88B2uxRzHbr,Timmy McKeever,Someday,Someday,0.367,0.926,1,-2.952,1,0.0619,0.00243,0,0.335,0.745,113.423,audio_features,161707,5
3Oc4JqPRtJzaKMfsm1Ie8I,Dusty Moats,Honky Tonk Ways,Honky Tonk Ways,0.568,0.874,7,-5.15,1,0.035,0.0561,0,0.492,0.872,148.013,audio_features,214048,4
4mttRol078XuZKIEzgcUPp,Gibson Wright,Wait Until It Pours,Wait Until It Pours,0.39,0.797,6,-3.33,1,0.0333,0.00311,0.00604,0.103,0.265,147.952,audio_features,220113,4
3Z1aQqJBqlNrb9GvGVlYtX,Clayton Smalley,Dirt Road Therapy,Wide Open Compilation,0.579,0.686,6,-3.145,1,0.0324,0.152,1.28e-05,0.0673,0.703,77.959,audio_features,183928,4
2iri3zOhozOZmuPGIllnsh,Brock Gleeson,Long View,Buffalo Honey,0.507,0.701,11,-7.118,1,0.0302,0.151,0.00303,0.307,0.482,176.131,audio_features,185114,4
4VFyh4gJ5csugSo0JXNMr6,Deborah L. Hladik,Out There,Out There,0.648,0.302,1,-9.637,1,0.0373,0.846,0,0.203,0.581,90.061,audio_features,161442,4
5eDvChP4WAPPrtaQeI9MhT,Luke Combs,Beer Never Broke My Heart,Beer Never Broke My Heart,0.54,0.863,1,-4.483,1,0.0481,0.0138,0,0.0871,0.64,77.0,audio_features,186800,4
6AYr6iDyvfu9lSZb11G2nk,Fancy and the Gentlemen,Rambler,Rambler,0.573,0.341,0,-5.892,1,0.0322,0.728,0.000122,0.109,0.259,123.742,audio_features,322595,4
25QYftXDo1CQYGsbL1rD4o,Jeremy Michael,All I Ever Wanted,All I Ever Wanted,0.471,0.806,0,-3.964,1,0.0332,0.0198,2.52e-05,0.351,0.487,146.122,audio_features,204535,4
6f0lnHdrewpzBhNkzMY2lB,Adam Crabtree,Like I Do,Adam Crabtree,0.392,0.534,8,-7.681,1,0.0379,0.283,3.72e-06,0.0747,0.507,202.03,audio_features,246067,3
5OtzXUpb3mCZ5IhO3HNk5X,Katie Linendoll,Your Hands,Your Hands,0.645,0.569,3,-5.181,1,0.0298,0.556,0,0.104,0.43,82.934,audio_features,174398,4
4QuhJ20K36irGQlTmS7gyO,Lexie Prosinski,Love Hangover,Love Hangover,0.554,0.736,7,-6.786,1,0.0416,0.0274,0,0.206,0.533,143.932,audio_features,207812,4
2Dtl9I6Pk2rn1X0DBUiIpz,Matt Bennett,If I Don’t,If I Don’t,0.431,0.802,3,-6.444,1,0.0298,0.0143,0.139,0.288,0.254,144.035,audio_features,228415,4
5p98tKvq8Nz452EMZtUv5m,Alice Howe,Somebody's New Lover Now,Somebody's New Lover Now,0.686,0.718,5,-8.46,1,0.0307,0.0131,1.68e-06,0.327,0.822,124.046,audio_features,206847,4
2syD0Icujq1y8IfonOd4CX,Mike Thomas,It Ain't Him,Three Reasons,0.555,0.294,8,-8.284,1,0.0313,0.632,4.37e-05,0.105,0.146,136.194,audio_features,290440,4
143YESFOZqxVGrKEWisbid,Brothers Osborne,I'm Not For Everyone,Skeletons,0.591,0.741,7,-4.867,1,0.0466,0.202,0,0.208,0.635,81.995,audio_features,172107,4
09GAO1RlKwl1hNrRWGTxxA,Makenzie Phipps,A Little of Both,A Little of Both,0.496,0.514,8,-6.308,1,0.0313,0.129,0,0.128,0.255,142.76,audio_features,244373,3
4TRk52IvMogltlFlyNnZ0C,Rosewood Ave,Good Ole Days,Good Ole Days,0.457,0.841,9,-5.155,1,0.0446,0.0119,0,0.344,0.547,175.821,audio_features,187293,4
0iYpdc9HsBor1EQQOrBMHp,Caitlin Cannon,Amarillo and Little Rock,Amarillo and Little Rock,0.499,0.525,9,-6.721,1,0.0347,0.253,7.14e-06,0.145,0.492,144.352,audio_features,216975,4
0l5f9u8F72iunfNUecDAXr,Andy Penkow,"Love, Lies & Dirty Dishes","Love, Lies & Dirty Dishes",0.607,0.766,7,-4.857,1,0.0336,0.00374,0,0.112,0.311,107.986,audio_features,237717,4
4yKUvLqlZNqYtZ8l9PoYmt,Katie Linendoll,Renaissance Lady,Renaissance Lady,0.596,0.693,9,-6.909,1,0.0362,0.0147,0,0.253,0.596,125.987,audio_features,179048,4
7y1jFpbJj1k3TZkxjU0dxW,Randall Lee Richards,One Drink Longer,One Drink Longer,0.471,0.861,9,-4.598,1,0.0525,0.299,0,0.171,0.655,149.883,audio_features,190964,4
4birXpZAMKOF6o11hv1iB6,DB Allen,Square One,Square One,0.501,0.89,4,-3.724,0,0.121,0.116,1.14e-05,0.154,0.825,175.988,audio_features,198822,4
30KlyQp1zhhiL3b5iir75Z,Fancy and the Gentlemen,That Ain't Your Ex,That Ain't Your Ex,0.666,0.516,4,-5.731,0,0.0311,0.772,0.00113,0.115,0.655,104.962,audio_features,269498,4
0pN24NQy93kjf3qa8aeLzH,Emilee Rose,Small Town Dream,Small Town Dream,0.55,0.421,3,-8.662,1,0.0289,0.723,1.76e-05,0.362,0.42,80.564,audio_features,212440,4
4iqPrf1uWMRykvEiwvnh1J,Jon Kott Band,No Paradise,No Paradise,0.501,0.509,5,-6.474,0,0.0438,0.00153,0.000527,0.141,0.1,133.956,audio_features,269051,4
4ROM4VYC6EaQUS7dHcNLlk,Jillian Cardarelli,Country Side,Country Side,0.515,0.554,3,-6.476,1,0.0291,0.492,0,0.132,0.316,158.017,audio_features,206582,4
4ThSgxBKmu98hLA1gV3Lwo,Shelby Blondell,Fairytale,Fairytale,0.559,0.718,10,-2.834,1,0.04,0.234,0,0.149,0.606,106.995,audio_features,171424,4
6YCjGneRv5y5wYoIbZlxpa,Prior Noon,Pieces,Pieces,0.719,0.716,2,-5.245,1,0.0368,0.0124,0,0.0733,0.534,120.058,audio_features,200000,4
6hsEzCMDLHH9B5B4bgVk0e,Hannah Belle,Homesick,Homesick,0.52,0.287,10,-12.511,1,0.0292,0.309,0,0.128,0.204,79.928,audio_features,207027,4
5vHNr6c97TVKBtTNufeiLN,QUEEVA,Breaking My Heart,Breaking My Heart,0.492,0.459,1,-6.083,1,0.0274,0.431,0,0.164,0.346,110.179,audio_features,217412,4
7H74nIQICy6xDxnkNWTQ0d,Austin Bohannon,Good Guys,Good Guys,0.641,0.7,0,-4.542,1,0.0281,0.0739,0,0.117,0.587,79.016,audio_features,208526,4
6qA3zJek50Ik9UmC7Dlagw,Riff Raff,Ain't Giving Up My Truck,Ain't Giving Up My Truck,0.6,0.741,2,-9.428,1,0.0585,0.000795,0.0111,0.126,0.813,158.115,audio_features,159108,4
4dNvfTEo7WpuySHSMO9O7t,Randall Lee Richards,It's Gonna Take a While,It's Gonna Take a While,0.593,0.881,5,-3.385,1,0.0493,0.0395,0,0.302,0.548,119.992,audio_features,190140,5
